id_client;genre;langue;date_début;province;CLCODP;âge;état_civil;dépendants;résidence;occupation
cli_id_15653;F;ANGLAIS;01FEB2016:00:00:00;ONT;K2S;31;AUTRES;0;LOCATAIRE;AUTRES
cli_id_15654;M;FRANCAIS;25OCT1989:00:00:00;QC;J7R;73;AUTRES;0;N/D;AUTRES
cli_id_15655;M;FRANCAIS;01APR1988:00:00:00;QC;J6E;61;AUTRES;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15656;F;FRANCAIS;01MAY1982:00:00:00;QC;J0K;77;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_15657;M;FRANCAIS;01JAN1976:00:00:00;QC;H7K;64;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_15658;F;FRANCAIS;01OCT1990:00:00:00;QC;J3N;40;CONJOINT DE FAIT;2;PROPRIETAIRE;COMMERCE DE DETAIL
cli_id_15659;F;FRANCAIS;01MAR1999:00:00:00;QC;G0C;32;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15660;F;FRANCAIS;01JUL2002:00:00:00;QC;G0N;65;SEPARE;0;LOCATAIRE;EMPLOYE DE SERVICE
cli_id_15661;F;FRANCAIS;01JUN1989:00:00:00;QC;G1Y;45;CONJOINT DE FAIT;0;LOCATAIRE;PROFESSION LIBERALE
cli_id_15662;M;FRANCAIS;01DEC2007:00:00:00;QC;J7V;59;AUTRES;0;LOCATAIRE;AUTRES
cli_id_15663;F;FRANCAIS;01FEB2000:00:00:00;QC;G9X;63;CELIBATAIRE;0;PROPRIETAIRE;RETRAITE
cli_id_15664;M;ANGLAIS;01APR2003:00:00:00;ONT;K2E;39;MARIE;0;LOCATAIRE;AUTRES
cli_id_15665;M;FRANCAIS;01AUG1988:00:00:00;QC;G0W;68;CONJOINT DE FAIT;0;AUTRE;RETRAITE
cli_id_15666;F;FRANCAIS;01DEC2001:00:00:00;QC;J0W;49;CONJOINT DE FAIT;0;PROPRIETAIRE;ENSEIGNANT
cli_id_15667;M;FRANCAIS;01JUN1988:00:00:00;QC;J7T;52;DIVORCE;1;PROPRIETAIRE;SUPERVISEUR
cli_id_15668;F;FRANCAIS;01JUN1992:00:00:00;QC;G9T;80;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_15669;F;FRANCAIS;01NOV2004:00:00:00;QC;J0T;37;CONJOINT DE FAIT;3;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15670;M;FRANCAIS;01DEC1976:00:00:00;QC;G3A;65;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_15671;F;FRANCAIS;01OCT1992:00:00:00;QC;J1X;28;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_15672;M;FRANCAIS;01JUN2014:00:00:00;QC;G6P;33;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15673;M;ANGLAIS;01NOV2012:00:00:00;C-B;V9G;48;CONJOINT DE FAIT;1;LOCATAIRE;OUVRIER SPECIALISE
cli_id_15674;M;FRANCAIS;01MAR1986:00:00:00;QC;J3P;61;AUTRES;2;LOCATAIRE;AUTRES
cli_id_15675;F;FRANCAIS;01APR2018:00:00:00;QC;H4N;27;MARIE;0;LOCATAIRE;EMPLOYE DE BUREAU
cli_id_15676;F;FRANCAIS;01APR1986:00:00:00;QC;J7E;58;DIVORCE;1;PROPRIETAIRE;AUTRES
cli_id_15677;F;ANGLAIS;01MAR2017:00:00:00;ONT;K0G;55;CELIBATAIRE;0;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_15678;F;FRANCAIS;01AUG1996:00:00:00;ONT;K0A;40;MARIE;2;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15679;F;FRANCAIS;01FEB2018:00:00:00;QC;J5A;61;CONJOINT DE FAIT;0;AUTRE;OUVRIER NON SPECIALISE
cli_id_15680;F;FRANCAIS;01MAY2016:00:00:00;QC;J1E;63;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15681;M;ANGLAIS;05FEB2018:00:00:00;QC;J7A;66;AUTRES;0;N/D;AUTRES
cli_id_15682;M;ANGLAIS;01OCT1997:00:00:00;QC;J4H;63;MARIE;2;PROPRIETAIRE;AUTRES
cli_id_15683;F;FRANCAIS;01DEC2017:00:00:00;QC;J0V;50;CELIBATAIRE;0;LOCATAIRE;CHOMEUR
cli_id_15684;F;FRANCAIS;01DEC2014:00:00:00;QC;J0H;61;MARIE;0;LOCATAIRE;AUTRES
cli_id_15685;M;FRANCAIS;01JAN1992:00:00:00;QC;J0N;41;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15686;F;FRANCAIS;01SEP1990:00:00:00;ONT;K6A;89;AUTRES;0;AUTRE;RETRAITE
cli_id_15687;M;ANGLAIS;01MAY2001:00:00:00;N-E;B0E;66;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_15688;M;FRANCAIS;01OCT1996:00:00:00;QC;J1M;71;CONJOINT DE FAIT;0;LOCATAIRE;RETRAITE
cli_id_15689;M;ANGLAIS;01MAR2006:00:00:00;ONT;K0A;55;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_15690;M;ANGLAIS;01JUN2015:00:00:00;SAS;S0E;36;CONJOINT DE FAIT;0;LOCATAIRE;PROFESSION LIBERALE
cli_id_15691;F;FRANCAIS;01APR2018:00:00:00;QC;G0L;89;REFUS DE REPONDRE;0;PROPRIETAIRE;RETRAITE
cli_id_15692;F;ANGLAIS;01AUG2013:00:00:00;ALB;T3A;33;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_15693;M;FRANCAIS;01MAR1981:00:00:00;QC;J5Y;56;CONJOINT DE FAIT;2;PROPRIETAIRE;PROP. D'ENTREPRISE
cli_id_15694;M;FRANCAIS;01FEB1993:00:00:00;QC;J5V;51;CONJOINT DE FAIT;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_15695;F;FRANCAIS;01JUL2002:00:00:00;QC;J0T;16;CELIBATAIRE;0;AUTRE;MENAGERE
cli_id_15696;F;FRANCAIS;01MAR2005:00:00:00;QC;J3G;61;SEPARE;3;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15697;M;FRANCAIS;01AUG2009:00:00:00;QC;J0Y;49;CELIBATAIRE;0;PROPRIETAIRE;AUTRES
cli_id_15698;F;FRANCAIS;01FEB2008:00:00:00;QC;G1Y;48;DIVORCE;2;PROPRIETAIRE;AUTRES
cli_id_15699;M;ANGLAIS;26APR2016:00:00:00;ONT;M4C;88;AUTRES;0;N/D;AUTRES
cli_id_15700;M;FRANCAIS;01OCT1995:00:00:00;QC;G7J;39;CONJOINT DE FAIT;2;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_15701;M;FRANCAIS;01SEP2016:00:00:00;QC;G0S;64;MARIE;0;LOCATAIRE;RETRAITE
cli_id_15702;F;FRANCAIS;01MAR2001:00:00:00;QC;J5Z;58;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15703;F;FRANCAIS;01FEB1984:00:00:00;QC;G4R;64;MARIE;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15704;F;FRANCAIS;01AUG1997:00:00:00;QC;G6P;75;MARIE;0;LOCATAIRE;AUTRES
cli_id_15705;M;FRANCAIS;01NOV2015:00:00:00;QC;G6P;28;CONJOINT DE FAIT;0;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_15706;M;FRANCAIS;01NOV1989:00:00:00;QC;J5C;32;CELIBATAIRE;0;LOCATAIRE;OUVRIER NON SPECIALISE
cli_id_15707;F;FRANCAIS;01MAR2004:00:00:00;QC;H2N;41;CELIBATAIRE;0;LOCATAIRE;ETUDIANT
cli_id_15708;M;ANGLAIS;01JUL1998:00:00:00;N-E;B2W;59;MARIE;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15709;M;ANGLAIS;01SEP2015:00:00:00;ONT;L7A;45;MARIE;0;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_15710;M;FRANCAIS;01MAY1995:00:00:00;QC;J2J;47;CELIBATAIRE;0;LOCATAIRE;OUVRIER NON SPECIALISE
cli_id_15711;M;FRANCAIS;01FEB2016:00:00:00;QC;G4R;20;AUTRES;0;AUTRE;ETUDIANT
cli_id_15712;M;FRANCAIS;01SEP2003:00:00:00;QC;H1Z;68;MARIE;2;LOCATAIRE;AUTRES
cli_id_15713;F;FRANCAIS;01MAY2012:00:00:00;QC;G9X;54;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15714;M;FRANCAIS;01JAN2001:00:00:00;QC;G3G;42;CONJOINT DE FAIT;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_15715;M;FRANCAIS;01MAY2008:00:00:00;ALB;T2A;39;CELIBATAIRE;0;AUTRE;MENAGERE
cli_id_15716;M;FRANCAIS;01AUG2012:00:00:00;QC;H7S;35;MARIE;0;AUTRE;OUVRIER NON SPECIALISE
cli_id_15717;F;FRANCAIS;01MAY1994:00:00:00;QC;G3A;44;MARIE;0;LOCATAIRE;PROP. D'ENTREPRISE
cli_id_15718;M;FRANCAIS;07FEB1986:00:00:00;QC;J1S;65;AUTRES;0;N/D;AUTRES
cli_id_15719;F;FRANCAIS;01NOV1989:00:00:00;QC;J7R;51;CELIBATAIRE;0;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_15720;M;FRANCAIS;01DEC1985:00:00:00;QC;H1L;76;MARIE;0;LOCATAIRE;RETRAITE
cli_id_15721;F;FRANCAIS;01JAN2011:00:00:00;QC;H1G;45;CELIBATAIRE;3;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_15722;M;FRANCAIS;01SEP2014:00:00:00;QC;J4L;23;AUTRES;0;LOCATAIRE;OUVRIER NON SPECIALISE
cli_id_15723;M;ANGLAIS;01JUN1990:00:00:00;ONT;M5C;59;AUTRES;0;LOCATAIRE;AUTRES
cli_id_15724;F;FRANCAIS;01JUL2012:00:00:00;QC;J0N;41;AUTRES;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15725;F;FRANCAIS;01SEP2013:00:00:00;QC;G2A;55;MARIE;0;LOCATAIRE;COMMERCE DE DETAIL
cli_id_15726;F;FRANCAIS;01MAY1981:00:00:00;QC;J3Y;66;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_15727;F;FRANCAIS;01JUL1982:00:00:00;QC;G1W;75;DIVORCE;0;LOCATAIRE;SECTEUR PUBLIQUE
cli_id_15728;F;FRANCAIS;01MAR1975:00:00:00;QC;G5R;76;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_15729;F;FRANCAIS;01MAR2018:00:00:00;QC;H2K;28;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_15730;F;FRANCAIS;01DEC2012:00:00:00;QC;J0B;28;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_15731;F;FRANCAIS;01MAY2003:00:00:00;QC;J0P;37;CONJOINT DE FAIT;2;PROPRIETAIRE;AUTRES
cli_id_15732;M;FRANCAIS;01FEB1998:00:00:00;QC;G0L;45;CONJOINT DE FAIT;0;PROPRIETAIRE;ENSEIGNANT
cli_id_15733;M;FRANCAIS;01JUL2010:00:00:00;QC;J0K;80;CONJOINT DE FAIT;0;PROPRIETAIRE;RETRAITE
cli_id_15734;M;ANGLAIS;01AUG2010:00:00:00;ONT;N8Y;25;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15735;M;FRANCAIS;01SEP1997:00:00:00;QC;J5R;74;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_15736;M;FRANCAIS;01JAN2018:00:00:00;QC;H2X;34;CELIBATAIRE;0;LOCATAIRE;OUVRIER SPECIALISE
cli_id_15737;F;FRANCAIS;28AUG2001:00:00:00;QC;J3G;42;AUTRES;0;N/D;AUTRES
cli_id_15738;M;FRANCAIS;01NOV1989:00:00:00;QC;H7N;65;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_15739;F;FRANCAIS;01NOV2013:00:00:00;QC;H7T;27;CELIBATAIRE;0;LOCATAIRE;ETUDIANT
cli_id_15740;F;FRANCAIS;01MAR1992:00:00:00;QC;J3Y;32;CONJOINT DE FAIT;0;LOCATAIRE;PROFESSION LIBERALE
cli_id_15741;M;FRANCAIS;01MAY1984:00:00:00;QC;G9H;68;AUTRES;0;N/D;AUTRES
cli_id_15742;M;FRANCAIS;01AUG2012:00:00:00;QC;G1L;48;CELIBATAIRE;1;LOCATAIRE;EMPLOYE DE SERVICE
cli_id_15743;M;FRANCAIS;01JAN2017:00:00:00;QC;J4B;40;CONJOINT DE FAIT;2;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15744;M;ANGLAIS;01FEB1991:00:00:00;QC;J0P;59;CONJOINT DE FAIT;1;PROPRIETAIRE;AUTRES
cli_id_15745;M;FRANCAIS;01MAY1991:00:00:00;QC;G1W;90;MARIE;0;PROPRIETAIRE;RETRAITE
cli_id_15746;F;ANGLAIS;01MAR2015:00:00:00;ONT;L4X;38;MARIE;0;LOCATAIRE;AUTRES
cli_id_15747;M;FRANCAIS;01FEB1987:00:00:00;QC;J0R;72;MARIE;2;PROPRIETAIRE;RETRAITE
cli_id_15748;F;FRANCAIS;01OCT2013:00:00:00;QC;J2W;24;CONJOINT DE FAIT;0;LOCATAIRE;TECHNICIEN
cli_id_15749;F;FRANCAIS;01SEP1976:00:00:00;QC;J8B;82;VEUF;0;PROPRIETAIRE;AUTRES
cli_id_15750;F;FRANCAIS;01SEP1992:00:00:00;QC;G6G;28;MARIE;0;AUTRE;AUTRES
cli_id_15751;M;FRANCAIS;01OCT1992:00:00:00;QC;J7A;47;MARIE;2;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15752;N;ANGLAIS;28FEB2003:00:00:00;C-B;V9N;73;AUTRES;0;CONVERSION;AUTRES
cli_id_15753;F;FRANCAIS;01AUG2011:00:00:00;QC;J8T;41;MARIE;0;LOCATAIRE;ETUDIANT
cli_id_15754;M;FRANCAIS;01APR1983:00:00:00;QC;G6P;72;MARIE;0;PROPRIETAIRE;SUPERVISEUR
cli_id_15755;M;FRANCAIS;01APR1990:00:00:00;QC;G3J;57;MARIE;1;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15756;M;ANGLAIS;01JUL2008:00:00:00;ONT;M8V;35;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15757;F;FRANCAIS;01JUL1994:00:00:00;QC;H7T;64;DIVORCE;0;LOCATAIRE;VENDEUR
cli_id_15758;M;FRANCAIS;10MAY1993:00:00:00;QC;G1X;84;AUTRES;0;N/D;AUTRES
cli_id_15759;M;FRANCAIS;01APR2006:00:00:00;QC;G8P;19;AUTRES;0;AUTRE;ETUDIANT
cli_id_15760;M;FRANCAIS;01SEP2010:00:00:00;QC;G9C;48;MARIE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_15761;M;ANGLAIS;01APR2016:00:00:00;ONT;L1P;38;CONJOINT DE FAIT;1;LOCATAIRE;SUPERVISEUR
cli_id_15762;F;FRANCAIS;01MAY1981:00:00:00;QC;J7W;49;DIVORCE;1;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15763;N;ANGLAIS;15APR1996:00:00:00;ONT;K7P;53;AUTRES;0;CONVERSION;AUTRES
cli_id_15764;F;FRANCAIS;01FEB2008:00:00:00;QC;H4G;34;CELIBATAIRE;0;LOCATAIRE;EMPLOYE DE BUREAU
cli_id_15765;M;FRANCAIS;01JUL2005:00:00:00;QC;G2E;27;AUTRES;0;AUTRE;OUVRIER NON SPECIALISE
cli_id_15766;F;FRANCAIS;01MAR1997:00:00:00;QC;J4J;65;CELIBATAIRE;0;LOCATAIRE;EMPLOYE DE BUREAU
cli_id_15767;M;FRANCAIS;01AUG1991:00:00:00;QC;G5X;46;MARIE;1;PROPRIETAIRE;MILITAIRE
cli_id_15768;M;FRANCAIS;01OCT2004:00:00:00;QC;J3Y;35;CELIBATAIRE;0;LOCATAIRE;CHOMEUR
cli_id_15769;M;FRANCAIS;01AUG2016:00:00:00;QC;G7Y;80;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_15770;F;FRANCAIS;01APR2014:00:00:00;QC;H3E;24;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_15771;M;FRANCAIS;01OCT2003:00:00:00;N-B;E8E;54;CELIBATAIRE;0;LOCATAIRE;CHOMEUR
cli_id_15772;M;ANGLAIS;01NOV2017:00:00:00;ONT;K2L;65;CELIBATAIRE;0;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_15773;M;FRANCAIS;01MAY1981:00:00:00;QC;G7B;70;SEPARE;0;LOCATAIRE;RETRAITE
cli_id_15774;F;FRANCAIS;01OCT2008:00:00:00;QC;J9H;57;MARIE;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15775;M;FRANCAIS;01NOV2004:00:00:00;QC;G3K;51;CELIBATAIRE;0;LOCATAIRE;OUVRIER SPECIALISE
cli_id_15776;F;FRANCAIS;01NOV2004:00:00:00;QC;H3X;59;DIVORCE;1;PROPRIETAIRE;ENSEIGNANT
cli_id_15777;F;FRANCAIS;01OCT1990:00:00:00;QC;J0P;47;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_15778;F;FRANCAIS;01MAR1987:00:00:00;QC;G6G;82;MARIE;0;AUTRE;RETRAITE
cli_id_15779;M;FRANCAIS;01JUN1999:00:00:00;QC;J6V;55;MARIE;0;PROPRIETAIRE;AUTRES
cli_id_15780;M;ANGLAIS;01FEB2001:00:00:00;QC;H9A;59;SEPARE;0;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_15781;M;ANGLAIS;01JUN2017:00:00:00;ONT;K1T;56;CELIBATAIRE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_15782;M;FRANCAIS;01OCT2001:00:00:00;QC;J2G;44;CELIBATAIRE;0;LOCATAIRE;AUTRES
cli_id_15783;F;FRANCAIS;01FEB2016:00:00:00;QC;H3N;26;MARIE;0;LOCATAIRE;MENAGERE
cli_id_15784;F;FRANCAIS;01NOV2003:00:00:00;QC;J7M;57;CONJOINT DE FAIT;0;PROPRIETAIRE;CHOMEUR
cli_id_15785;M;FRANCAIS;01JUL2014:00:00:00;QC;H7N;36;MARIE;0;LOCATAIRE;ETUDIANT
cli_id_15786;F;FRANCAIS;01JAN1998:00:00:00;QC;J7T;38;CONJOINT DE FAIT;0;AUTRE;EMPLOYE DE BUREAU
cli_id_15787;F;FRANCAIS;01JUL1996:00:00:00;QC;G1R;22;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15788;M;FRANCAIS;01SEP1983:00:00:00;QC;J0K;70;DIVORCE;3;PROPRIETAIRE;ADMINISTRATEUR
cli_id_15789;F;FRANCAIS;08MAR1999:00:00:00;QC;H1Y;60;AUTRES;0;N/D;AUTRES
cli_id_15790;M;FRANCAIS;01APR1988:00:00:00;QC;G0R;44;SEPARE;2;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_15791;M;FRANCAIS;01SEP1982:00:00:00;QC;J4H;79;AUTRES;0;AUTRE;RETRAITE
cli_id_15792;F;FRANCAIS;01NOV2011:00:00:00;QC;H1W;38;CONJOINT DE FAIT;0;LOCATAIRE;SUPERVISEUR
cli_id_15793;M;ANGLAIS;01SEP2005:00:00:00;ONT;K9J;59;MARIE;2;PROPRIETAIRE;TECHNICIEN
cli_id_15794;M;FRANCAIS;01JAN1985:00:00:00;QC;J4N;63;MARIE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_15795;F;FRANCAIS;01SEP2013:00:00:00;QC;J4T;24;CELIBATAIRE;0;LOCATAIRE;ETUDIANT
cli_id_15796;F;ANGLAIS;01MAR1985:00:00:00;QC;H1S;52;AUTRES;0;AUTRE;AUTRES
cli_id_15797;M;FRANCAIS;01JUN2018:00:00:00;QC;J2L;42;DIVORCE;0;PROPRIETAIRE;AUTRES
cli_id_15798;M;FRANCAIS;01SEP2011:00:00:00;QC;H1Y;66;CELIBATAIRE;0;PROPRIETAIRE;AUTRES
cli_id_15799;M;FRANCAIS;01APR1997:00:00:00;QC;J7Y;66;CELIBATAIRE;0;PROPRIETAIRE;SUPERVISEUR
cli_id_15800;F;FRANCAIS;01MAY2015:00:00:00;QC;G0C;29;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_15801;F;FRANCAIS;01DEC2013:00:00:00;QC;H8S;32;MARIE;1;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15802;F;FRANCAIS;01MAY2013:00:00:00;QC;G7B;17;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_15803;F;ANGLAIS;01AUG2017:00:00:00;ONT;K8V;30;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15804;M;ANGLAIS;01NOV2016:00:00:00;T-N;A0H;70;DIVORCE;0;PROPRIETAIRE;RETRAITE
cli_id_15805;M;FRANCAIS;01JUL2016:00:00:00;QC;J7K;30;CELIBATAIRE;0;PROPRIETAIRE;EMPLOYE DE SERVICE
cli_id_15806;F;FRANCAIS;01FEB1991:00:00:00;QC;G0A;66;CONJOINT DE FAIT;0;LOCATAIRE;EMPLOYE DE SERVICE
cli_id_15807;F;FRANCAIS;01JUN2018:00:00:00;QC;J7Y;0;AUTRES;0;AUTRE;AUTRES
cli_id_15808;M;FRANCAIS;01AUG1982:00:00:00;QC;H2W;69;DIVORCE;4;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15809;M;FRANCAIS;01DEC1993:00:00:00;QC;J0P;74;DIVORCE;0;PROPRIETAIRE;RETRAITE
cli_id_15810;F;FRANCAIS;01OCT1986:00:00:00;QC;J7A;42;CONJOINT DE FAIT;0;PROPRIETAIRE;VENDEUR
cli_id_15811;F;FRANCAIS;01OCT1985:00:00:00;N-B;E1A;88;AUTRES;0;CONVERSION;AUTRES
cli_id_15812;F;FRANCAIS;01DEC2014:00:00:00;QC;J6X;27;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15813;F;FRANCAIS;01NOV2017:00:00:00;QC;H4P;39;MARIE;0;LOCATAIRE;CHOMEUR
cli_id_15814;M;FRANCAIS;01MAR1987:00:00:00;QC;J3R;66;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_15815;M;ANGLAIS;01OCT2014:00:00:00;ONT;M6H;33;CELIBATAIRE;0;AUTRE;PROFESSION LIBERALE
cli_id_15816;N;ANGLAIS;31MAY2007:00:00:00;ALB;T1K;29;AUTRES;0;CONVERSION;AUTRES
cli_id_15817;M;FRANCAIS;01FEB1997:00:00:00;QC;J4H;75;CONJOINT DE FAIT;0;PROPRIETAIRE;RETRAITE
cli_id_15818;N;FRANCAIS;25JUL1980:00:00:00;QC;G2G;74;AUTRES;0;CONVERSION;AUTRES
cli_id_15819;F;FRANCAIS;01JAN2017:00:00:00;QC;H1A;28;MARIE;0;LOCATAIRE;MENAGERE
cli_id_15820;M;FRANCAIS;01FEB2012:00:00:00;QC;H7P;28;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15821;M;FRANCAIS;01AUG2011:00:00:00;QC;J7V;24;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_15822;F;FRANCAIS;01SEP1984:00:00:00;QC;J8P;71;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_15823;M;FRANCAIS;01JUL2014:00:00:00;QC;J5B;18;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_15824;M;FRANCAIS;01FEB2018:00:00:00;QC;H2K;35;CELIBATAIRE;0;LOCATAIRE;ETUDIANT
cli_id_15825;F;FRANCAIS;16JUL1965:00:00:00;QC;H2V;92;AUTRES;0;N/D;AUTRES
cli_id_15826;M;FRANCAIS;01AUG1994:00:00:00;QC;G6Z;43;CELIBATAIRE;0;LOCATAIRE;EMPLOYE DE BUREAU
cli_id_15827;F;FRANCAIS;01AUG2013:00:00:00;QC;H4R;17;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15828;F;FRANCAIS;01MAY2011:00:00:00;QC;J5M;27;CONJOINT DE FAIT;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15829;M;FRANCAIS;26FEB1980:00:00:00;ONT;K2E;66;AUTRES;0;N/D;AUTRES
cli_id_15830;M;FRANCAIS;01AUG2003:00:00:00;QC;H8N;49;AUTRES;0;LOCATAIRE;EMPLOYE DE SERVICE
cli_id_15831;F;FRANCAIS;01NOV2012:00:00:00;QC;G5V;20;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_15832;M;ANGLAIS;01JUL2015:00:00:00;ONT;M9B;46;MARIE;1;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_15833;M;ANGLAIS;01FEB1998:00:00:00;QC;J6K;50;CONJOINT DE FAIT;2;PROPRIETAIRE;OUVRIER NON SPECIALISE
cli_id_15834;F;FRANCAIS;01JUL2014:00:00:00;QC;H1Z;20;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_15835;F;FRANCAIS;01JUL1995:00:00:00;QC;J0K;49;AUTRES;2;LOCATAIRE;MENAGERE
cli_id_15836;F;FRANCAIS;01JUL1986:00:00:00;QC;G2A;62;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15837;F;FRANCAIS;01AUG1990:00:00:00;QC;J4X;56;MARIE;0;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15838;M;FRANCAIS;01AUG1982:00:00:00;QC;G2L;56;AUTRES;0;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_15839;M;ANGLAIS;26APR2016:00:00:00;ONT;L4L;70;AUTRES;0;N/D;AUTRES
cli_id_15840;M;FRANCAIS;01AUG2016:00:00:00;QC;J7P;41;CELIBATAIRE;0;PROPRIETAIRE;PROFESSION LIBERALE
cli_id_15841;M;FRANCAIS;01OCT1985:00:00:00;QC;H3E;65;AUTRES;0;N/D;AUTRES
cli_id_15842;F;FRANCAIS;01APR1983:00:00:00;QC;J4H;70;CELIBATAIRE;0;PROPRIETAIRE;RETRAITE
cli_id_15843;F;FRANCAIS;01MAY1968:00:00:00;QC;G2A;56;MARIE;0;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15844;M;FRANCAIS;01OCT1996:00:00:00;QC;H7H;23;CELIBATAIRE;0;AUTRE;AUTRES
cli_id_15845;F;FRANCAIS;01OCT1983:00:00:00;QC;G7H;81;CELIBATAIRE;0;PROPRIETAIRE;AUTRES
cli_id_15846;M;FRANCAIS;01FEB1989:00:00:00;QC;G0S;59;AUTRES;0;PROPRIETAIRE;AUTRES
cli_id_15847;F;FRANCAIS;01JUL1987:00:00:00;QC;J3V;48;CELIBATAIRE;3;PROPRIETAIRE;EMPLOYE DE BUREAU
cli_id_15848;M;ANGLAIS;29APR2016:00:00:00;N-B;E1N;45;AUTRES;0;N/D;AUTRES
cli_id_15849;M;ANGLAIS;01DEC2013:00:00:00;T-N;A0N;54;CELIBATAIRE;0;PROPRIETAIRE;OUVRIER SPECIALISE
cli_id_15850;F;FRANCAIS;01FEB2007:00:00:00;QC;G2A;35;CONJOINT DE FAIT;0;LOCATAIRE;ETUDIANT
cli_id_15851;F;FRANCAIS;01SEP1989:00:00:00;QC;J5M;49;MARIE;0;AUTRE;OUVRIER NON SPECIALISE
cli_id_15852;F;FRANCAIS;01SEP2008:00:00:00;QC;H4M;27;CELIBATAIRE;0;AUTRE;ETUDIANT
cli_id_15853;F;FRANCAIS;01MAY2008:00:00:00;QC;J0E;36;MARIE;3;PROPRIETAIRE;SECTEUR PUBLIQUE
cli_id_15854;F;ANGLAIS;01NOV2010:00:00:00;ONT;K1W;42;MARIE;0;LOCATAIRE;OUVRIER SPECIALISE
