id_client;Date_traitement_BD;FinMois;prêt_hypothécaire;transit_admin;type_pret;mnt_pret;hyp_terme;hyp_amortis;taux_facture;date_creation;an_construction_imm;nbr_logements;num_transit_ouverture;date_debut_prêt;type;canal_admin;canal;canal_origine
cli_id_16028;2018-07-01;2018-07-31;hytp_2248;2401;PH;106725;60;180;2.74;2005-07-15;2005;1;5971;2016-01-02;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_16028;2018-07-01;2018-07-31;hytp_2249;2401;PH;35000;48;96;2.74;2015-04-23;2005;1;2401;2015-05-01;48 mois;Succursale Québec;UDI;DDH Québec
cli_id_16037;2018-07-01;2018-07-31;hytp_2250;13791;TEU;104568;60;180;2.54;2017-03-20;1997;1;13791;2017-03-18;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16047;2018-07-01;2018-07-31;hytp_2251;11331;PH;149500;60;176;2.59;2007-08-23;1990;1;11331;2017-03-18;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16057;2018-07-01;2018-07-31;hytp_2252;12311;PH;12301.41;60;300;3.19;2015-01-27;1970;1;12311;2015-02-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16057;2018-07-01;2018-07-31;hytp_2253;12311;PH;55000;60;148;2.84;2008-11-05;1970;1;12311;2016-09-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16068;2018-07-01;2018-07-31;hytp_2254;2551;PH;250000;60;300;3;2013-06-21;1990;1;2551;2013-06-29;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16068;2018-07-01;2018-07-31;hytp_2255;2551;PH;249536.51;60;300;4.75;2018-03-08;1990;1;2551;2018-03-13;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16073;2018-07-01;2018-07-31;hytp_2256;6111;PH;224000;60;233;2.3;2011-11-16;1983;1;7871;2016-11-18;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_16075;2018-07-01;2018-07-31;hytp_2257;2141;PH;55000;24;60;2.44;2006-05-18;1960;1;2141;2017-06-30;24 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16085;2018-07-01;2018-07-31;hytp_2258;5101;TEU;30450;1;269;2.99;2018-05-23;1975;1;5101;2018-06-10;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16088;2018-07-01;2018-07-31;hytp_2259;2621;PH;150000;48;360;2.69;2015-12-01;1959;2;2621;2015-12-15;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16107;2018-07-01;2018-07-31;hytp_2260;1311;PH;119221.68;1;318;7.05;2014-05-30;2012;1;6971;2018-07-02;Variable sans plafond 5 ans;Succursale Québec;UDI;DDH Québec
cli_id_16107;2018-07-01;2018-07-31;hytp_2261;1311;PH;14600;1;300;0;2018-07-26;2012;1;1311;2018-08-31;Variable sans plafond 5 ans;Succursale Québec;UDI;UDI
cli_id_16136;2018-07-01;2018-07-31;hytp_2262;13231;TEU;446000;60;107;3.09;2014-03-20;2005;1;13231;2018-03-17;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16136;2018-07-01;2018-07-31;hytp_2263;13231;TEU;259826.23;1;103;3.15;2015-11-09;2005;1;13231;2015-11-13;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16156;2018-07-01;2018-07-31;hytp_2264;1811;TEU;420000;48;300;2.64;2016-04-04;1964;2;5811;2016-04-04;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16163;2018-07-01;2018-07-31;hytp_2265;241;TEU;24000;1;52;3.24;2018-03-19;1978;1;241;2018-03-23;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_16201;2018-07-01;2018-07-31;hytp_2266;13881;TEU;100000;36;37;2.5;2007-06-13;2002;1;13881;2016-06-20;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16204;2018-07-01;2018-07-31;hytp_2267;2711;TEU;25000;48;48;3.3;2009-06-16;1952;1;2711;2014-06-08;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16204;2018-07-01;2018-07-31;hytp_2268;2711;TEU;40000;24;26;2.8;2011-09-13;1952;1;2711;2016-08-30;24 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16217;2018-07-01;2018-07-31;hytp_2269;10321;PH;102120.26;36;141;2.34;2009-05-04;1995;1;11;2016-09-12;36 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16217;2018-07-01;2018-07-31;hytp_2270;10321;PH;77879.74;12;23;3.04;2009-05-04;1995;1;11;2018-05-10;12 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16225;2018-07-01;2018-07-31;hytp_2271;12661;TEU;191000;60;300;2.59;2017-02-17;2005;1;12661;2017-04-15;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16239;2018-07-01;2018-07-31;hytp_2272;10911;PH;221184;60;240;2.79;2010-04-06;2003;1;5781;2017-05-20;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16243;2018-07-01;2018-07-31;hytp_2273;13311;PH;247050;120;300;6.1;2015-09-24;1996;2;14001;2015-09-18;120 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_16254;2018-07-01;2018-07-31;hytp_2274;10721;PH;126659;33;300;0;2018-06-27;2004;1;10721;2018-10-05;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16254;2018-07-01;2018-07-31;hytp_2275;10721;PH;149487;1;300;0;2018-06-27;2004;1;10721;2018-09-24;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_16273;2018-07-01;2018-07-31;hytp_2276;11351;PH;51200;60;120;2.54;2016-06-06;1969;1;11351;2016-07-15;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_16275;2018-07-01;2018-07-31;hytp_2277;13151;TEU;62500;60;300;2.5;2017-04-05;1983;1;13151;2017-05-10;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16275;2018-07-01;2018-07-31;hytp_2278;13151;TEU;62500;1;286;3.25;2017-04-05;1983;1;13151;2017-05-09;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_16285;2018-07-01;2018-07-31;hytp_2279;8731;PH;212617.12;60;248;2.99;2012-11-20;1977;1;14001;2017-11-18;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_16304;2018-07-01;2018-07-31;hytp_2280;11771;TEU;60994.46;1;24;3.2;2011-12-29;1951;1;11771;2015-01-02;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16304;2018-07-01;2018-07-31;hytp_2281;11771;TEU;11000;48;59;2.95;2014-10-31;1951;1;11771;2014-11-29;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16304;2018-07-01;2018-07-31;hytp_2282;11771;TEU;22500;48;60;2.59;2015-12-17;1951;1;11771;2016-01-03;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16311;2018-07-01;2018-07-31;hytp_2283;1391;PH;175000;60;173;3.19;2013-04-11;1985;1;1391;2018-05-26;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16337;2018-07-01;2018-07-31;hytp_2284;2011;PH;167200;48;360;2.64;2015-06-10;2011;1;2011;2015-08-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16346;2018-07-01;2018-07-31;hytp_2285;4011;PH;142709;60;300;2.49;2016-08-15;2003;1;4011;2016-10-10;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16356;2018-07-01;2018-07-31;hytp_2286;13731;PH;44000;60;110;3.19;2013-05-28;2008;1;13731;2018-03-02;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_16356;2018-07-01;2018-07-31;hytp_2287;13731;PH;257142.15;60;133;3.19;2008-06-12;2008;1;8001;2018-03-02;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_16356;2018-07-01;2018-07-31;hytp_2288;13731;PH;20000;60;132;3.12;2018-04-30;2008;1;13731;2018-04-27;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_16358;2018-07-01;2018-07-31;hytp_2289;12211;PH;150319.8;1;285;2.94;2017-05-24;1974;1;12211;2017-06-02;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_16370;2018-07-01;2018-07-31;hytp_2290;10371;PH;300000;60;360;2.89;2013-07-17;1968;2;14001;2013-08-01;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_16377;2018-07-01;2018-07-31;hytp_2291;10481;PH;103439;1;104;3.15;2007-01-24;0;1;10481;2016-02-01;Variable sans plafond 5 ans;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_16383;2018-07-01;2018-07-31;hytp_2292;3171;PH;420000;59;359;2.54;2015-05-26;2008;1;3171;2015-06-18;60 mois;Succursale hors Québec;DDH Québec;DDH Québec
cli_id_16399;2018-07-01;2018-07-31;hytp_2293;2831;PH;95357.44;60;291;2.59;2012-08-22;1996;1;5831;2016-08-13;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16399;2018-07-01;2018-07-31;hytp_2294;2831;PH;95357.43;48;320;2.69;2012-08-22;1996;1;5831;2015-08-16;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16420;2018-07-01;2018-07-31;hytp_2295;13621;PH;84000;60;300;2.4;2016-09-14;1980;1;13621;2016-09-27;60 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_16424;2018-07-01;2018-07-31;hytp_2296;3821;PH;167000;1;71;3.05;2011-10-18;0;1;3821;2014-10-24;Variable sans plafond 5 ans;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_16427;2018-07-01;2018-07-31;hytp_2297;10921;PH;133446.34;48;300;2.54;2018-05-24;2015;1;10921;2018-07-01;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16427;2018-07-01;2018-07-31;hytp_2298;10921;PH;182713.66;1;300;2.45;2018-05-24;2015;1;10921;2018-06-30;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_16427;2018-07-01;2018-07-31;hytp_2299;10921;PH;154427.92;48;240;2.54;2013-09-04;2008;1;10921;2016-08-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16442;2018-07-01;2018-07-31;hytp_2300;13601;PH;73602.71;48;48;2.39;2014-05-28;1936;1;13601;2016-10-02;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16442;2018-07-01;2018-07-31;hytp_2301;13601;PH;30000;60;126;3.34;2014-05-28;1936;1;13601;2018-05-26;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16442;2018-07-01;2018-07-31;hytp_2302;13601;PH;45000;60;84;3.25;2018-05-14;1936;1;13601;2018-05-12;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16449;2018-07-01;2018-07-31;hytp_2303;471;TEU;100000;48;145;2.6;2013-07-02;1990;1;5761;2015-04-12;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16464;2018-07-01;2018-07-31;hytp_2304;791;TEU;100000;60;300;2.75;2015-06-04;2015;1;6971;2015-05-28;60 mois;Succursale Québec;UDI;DDH Québec
cli_id_16530;2018-07-01;2018-07-31;hytp_2305;101;TEU;90000;1;298;2.7;2018-05-03;1992;1;101;2018-05-25;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_16533;2018-07-01;2018-07-31;hytp_2306;2401;TEU;45000;48;91;2.59;2013-09-20;1997;1;2401;2017-09-24;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16533;2018-07-01;2018-07-31;hytp_2307;2401;TEU;60000;48;245;3.19;2014-05-01;1997;1;2401;2018-04-22;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16533;2018-07-01;2018-07-31;hytp_2308;2401;TEU;6000;48;48;2.94;2017-08-21;1997;1;2401;2017-08-20;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16537;2018-07-01;2018-07-31;hytp_2309;10721;PH;157756.8;24;234;2.64;2014-10-02;2014;1;6971;2016-10-09;24 mois;Succursale Québec;UDI;DDH Québec
cli_id_16544;2018-07-01;2018-07-31;hytp_2310;10921;TEU;278788.66;36;333;2.44;2011-04-13;2004;1;5781;2017-04-02;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16552;2018-07-01;2018-07-31;hytp_2311;10131;PH;106312.5;60;240;2.99;2016-03-30;1984;1;7871;2016-04-02;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_16556;2018-07-01;2018-07-31;hytp_2312;12621;PH;214148.4;48;253;2.74;2013-05-28;2013;1;8001;2017-05-05;48 mois;Succursale Québec;UDI;DDH Québec
cli_id_16556;2018-07-01;2018-07-31;hytp_2313;12621;PH;453335.73;1;299;2.4;2013-05-28;2013;1;8001;2018-06-04;Variable sans plafond 5 ans;Succursale Québec;UDI;DDH Québec
cli_id_16559;2018-07-01;2018-07-31;hytp_2314;12801;PH;80000;60;300;2.34;2017-09-14;1988;1;12801;2017-11-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16563;2018-07-01;2018-07-31;hytp_2315;11261;PH;119635.9;60;341;3.34;2011-04-27;1965;1;5761;2018-01-01;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16563;2018-07-01;2018-07-31;hytp_2316;11261;PH;110000;60;337;3.34;2011-04-27;1965;1;5761;2018-05-01;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16567;2018-07-01;2018-07-31;hytp_2317;12031;TEU;159600;60;184;2.79;2013-04-16;1975;1;12031;2017-05-13;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16582;2018-07-01;2018-07-31;hytp_2318;2001;PH;81994.5;60;186;3.99;2006-03-13;1971;1;2001;2014-03-08;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16582;2018-07-01;2018-07-31;hytp_2319;2001;PH;10225;48;53;2.79;2011-02-18;1971;1;2001;2016-02-07;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16585;2018-07-01;2018-07-31;hytp_2320;18831;PH;1819965;60;360;2.89;2014-11-18;0;24;18831;2015-01-05;60 mois;UDI;UDI;UDI
cli_id_16585;2018-07-01;2018-07-31;hytp_2321;731;PH;78000;48;300;0;2017-06-19;1968;1;731;2017-12-13;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16585;2018-07-01;2018-07-31;hytp_2322;731;PH;71500;48;300;2.46;2017-07-04;1968;1;731;2017-07-05;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16591;2018-07-01;2018-07-31;hytp_2323;6411;PH;179556.65;36;297;2.59;2015-10-01;1977;1;6411;2015-12-18;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16592;2018-07-01;2018-07-31;hytp_2324;13791;PH;200000;60;301;2.49;2013-05-08;1974;1;13791;2016-06-10;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16602;2018-07-01;2018-07-31;hytp_2325;3001;TEU;78450;36;95;2;2017-11-07;1995;1;3001;2017-11-26;36 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_16621;2018-07-01;2018-07-31;hytp_2326;14131;PH;240000;1;320;2.8;2015-02-17;1951;1;14001;2015-03-01;Variable sans plafond 5 ans;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_16632;2018-07-01;2018-07-31;hytp_2327;10321;PH;207570;36;126;2;2007-03-09;2003;1;5811;2016-05-16;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16633;2018-07-01;2018-07-31;hytp_2328;12591;PH;53025;6;144;7.05;2008-06-05;1975;1;12591;2018-06-14;6 mois ouvert;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16640;2018-07-01;2018-07-31;hytp_2329;4011;PH;265506;36;264;2.5;2014-03-28;1965;1;4011;2017-05-01;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16647;2018-07-01;2018-07-31;hytp_2330;13681;PH;91125;60;300;2.79;2015-09-10;1956;1;13681;2015-10-02;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16655;2018-07-01;2018-07-31;hytp_2331;761;PH;323801.8;48;300;2.25;2016-12-05;1996;1;761;2017-02-15;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16657;2018-07-01;2018-07-31;hytp_2332;6021;PH;15000;60;300;2.74;2015-11-16;1974;1;6021;2016-01-02;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16657;2018-07-01;2018-07-31;hytp_2333;6021;PH;40000;60;300;0;2018-07-12;1974;1;6021;2018-08-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16657;2018-07-01;2018-07-31;hytp_2334;6021;PH;46945.2;48;300;2.79;2011-04-18;1974;1;6021;2016-05-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16658;2018-07-01;2018-07-31;hytp_2335;2671;TEU;60700;60;82;2.79;2006-07-28;1982;1;2671;2016-02-02;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16671;2018-07-01;2018-07-31;hytp_2336;3331;TEU;187639.2;36;300;2.15;2011-06-17;2011;1;14001;2016-06-30;36 mois;Succursale hors Québec;DDH Québec;DDH Québec
cli_id_16692;2018-07-01;2018-07-31;hytp_2337;13001;PH;246866.17;48;300;2.85;2016-09-08;2014;1;13001;2016-09-28;48 mois;Succursale hors Québec;DDH Québec;DDH Québec
cli_id_16692;2018-07-01;2018-07-31;hytp_2338;13001;PH;384941.83;36;300;2.4;2016-09-08;2014;1;13001;2016-09-29;36 mois;Succursale hors Québec;DDH Québec;DDH Québec
cli_id_16701;2018-07-01;2018-07-31;hytp_2339;6421;TEU;114800;1;186;2.9;2014-07-30;1953;1;7871;2014-07-31;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_16706;2018-07-01;2018-07-31;hytp_2340;12071;PH;72000;6;6;3.85;1996-08-28;1920;1;13341;2018-01-18;6 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_16721;2018-07-01;2018-07-31;hytp_2341;13261;TEU;39140;60;360;2.79;2017-05-31;1978;1;13261;2017-07-01;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16721;2018-07-01;2018-07-31;hytp_2342;13261;PH;160000;48;340;0;2018-07-20;1978;1;13261;2018-08-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16725;2018-07-01;2018-07-31;hytp_2343;18861;PH;203421;60;164;3.07;2006-02-24;1972;6;18861;2016-03-30;60 mois;UDI;UDI;UDI
cli_id_16725;2018-07-01;2018-07-31;hytp_2344;18861;PH;206085.75;60;180;2.83;2006-11-27;1971;6;18861;2017-02-27;60 mois;UDI;UDI;UDI
cli_id_16725;2018-07-01;2018-07-31;hytp_2345;18861;PH;349538.12;60;180;2.97;2005-02-02;2004;6;4571;2015-02-27;60 mois;UDI;Succursale Québec;Succursale Québec
cli_id_16748;2018-07-01;2018-07-31;hytp_2346;10131;PH;146250;1;130;2.83;2005-08-11;1905;2;10131;2015-09-15;Variable sans plafond 5 ans;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16750;2018-07-01;2018-07-31;hytp_2347;6361;PH;55288.4;60;300;2.89;2017-09-28;1980;1;6361;2017-10-21;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16750;2018-07-01;2018-07-31;hytp_2348;6361;PH;42000;48;54;2.74;2010-05-20;1970;1;5831;2015-05-09;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16755;2018-07-01;2018-07-31;hytp_2349;2291;TEU;272000;1;270;3.25;2016-01-28;2011;1;7871;2016-01-28;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_16757;2018-07-01;2018-07-31;hytp_2350;10421;PH;200890.35;60;300;3.49;2018-03-13;1995;1;10421;2018-03-27;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16758;2018-07-01;2018-07-31;hytp_2351;12311;TEU;42094.54;60;144;3.34;2018-05-08;1997;1;12311;2018-05-26;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16783;2018-07-01;2018-07-31;hytp_2352;8701;PH;355296.2;60;300;2.49;2016-07-22;1981;1;14001;2016-08-20;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_16785;2018-07-01;2018-07-31;hytp_2353;12621;TEU;160835.6;60;253;2.54;2015-07-21;2005;1;12621;2015-08-15;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16795;2018-07-01;2018-07-31;hytp_2354;12141;PH;112980.96;48;193;2.65;2015-04-10;1900;1;12141;2015-04-15;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16803;2018-07-01;2018-07-31;hytp_2355;4621;PH;97079.64;48;221;2.75;2005-06-07;1955;1;4621;2015-06-27;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16803;2018-07-01;2018-07-31;hytp_2356;4621;PH;11000;60;246;3.39;2008-07-04;1955;1;4621;2013-07-12;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16803;2018-07-01;2018-07-31;hytp_2357;4621;PH;15000;48;213;2.79;2009-02-20;1955;1;4621;2016-02-06;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16822;2018-07-01;2018-07-31;hytp_2358;101;PH;79666.67;48;360;2.49;2017-07-04;2004;1;101;2017-08-13;48 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16822;2018-07-01;2018-07-31;hytp_2359;101;PH;79666.67;36;360;2.29;2017-07-04;2004;1;101;2017-08-14;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16822;2018-07-01;2018-07-31;hytp_2360;101;PH;79666.66;1;347;2.85;2017-07-04;2004;1;101;2017-08-11;Variable sans plafond 5 ans;Succursale Québec;DDH Québec;DDH Québec
cli_id_16828;2018-07-01;2018-07-31;hytp_2361;10681;TEU;70712.73;48;120;2.69;2008-09-29;1955;1;2401;2016-02-01;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16832;2018-07-01;2018-07-31;hytp_2362;11781;PH;293977.5;6;314;7.05;2009-06-19;2006;1;5781;2018-06-01;6 mois ouvert;Succursale Québec;DDH Québec;DDH Québec
cli_id_16846;2018-07-01;2018-07-31;hytp_2363;661;PH;30000;1;152;3.2;2016-08-23;2008;1;661;2016-08-19;Variable sans plafond 5 ans;Succursale Québec;UDI;DDH Québec
cli_id_16846;2018-07-01;2018-07-31;hytp_2364;661;PH;291000;1;154;3.4;2008-11-06;2008;1;7651;2014-05-23;Variable sans plafond 5 ans;Succursale Québec;UDI;DDH Québec
cli_id_16848;2018-07-01;2018-07-31;hytp_2365;12751;TEU;295000;48;300;2.8;2017-09-13;1994;1;12751;2017-09-17;48 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_16851;2018-07-01;2018-07-31;hytp_2366;10271;PH;160000;24;360;0;2018-07-30;1970;1;10271;2018-09-01;24 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16856;2018-07-01;2018-07-31;hytp_2367;12661;TEU;40225.05;60;178;3.39;2013-06-24;2004;1;12661;2014-06-24;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16856;2018-07-01;2018-07-31;hytp_2368;12661;TEU;64513.68;48;160;2.79;2006-02-01;2004;1;12661;2015-04-12;48 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16856;2018-07-01;2018-07-31;hytp_2369;12661;TEU;70955.05;60;173;3.39;2014-07-07;2004;1;12661;2014-09-20;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16865;2018-07-01;2018-07-31;hytp_2370;10971;TEU;75000;60;348;3.8;2012-09-20;1971;1;5761;2013-09-21;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16865;2018-07-01;2018-07-31;hytp_2371;10971;TEU;75000;60;291;2.88;2012-09-20;1971;1;5761;2017-09-02;60 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16876;2018-07-01;2018-07-31;hytp_2372;13221;TEU;55000;35;35;2;2015-01-30;0;1;13221;2017-02-08;36 mois;Succursale hors Québec;Succursale hors Québec;Succursale hors Québec
cli_id_16885;2018-07-01;2018-07-31;hytp_2373;3311;PH;538681.03;60;300;3.29;2014-04-24;2013;1;14001;2014-05-01;60 mois;Succursale hors Québec;Courtier hors Québec;Courtier hors Québec
cli_id_16891;2018-07-01;2018-07-31;hytp_2374;12861;TEU;38000;60;60;2.74;2016-09-06;1971;1;12861;2016-09-03;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16891;2018-07-01;2018-07-31;hytp_2375;12861;PH;30000;60;112;2.79;2010-11-26;1971;1;12861;2015-11-13;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16893;2018-07-01;2018-07-31;hytp_2376;2671;TEU;50000;36;120;2.49;2017-05-19;2011;1;2671;2017-07-01;36 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16899;2018-07-01;2018-07-31;hytp_2377;4431;TEU;125000;60;360;2.79;2015-07-03;2007;1;7871;2015-07-07;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_16917;2018-07-01;2018-07-31;hytp_2378;1791;TEU;174000;1;195;2.8;2010-10-20;1954;1;7871;2015-11-04;Variable sans plafond 5 ans;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_16917;2018-07-01;2018-07-31;hytp_2379;1791;TEU;35000;60;218;2.75;2012-12-14;1954;1;1791;2015-01-03;60 mois;Succursale Québec;Courtier Québec;Courtier Québec
cli_id_16926;2018-07-01;2018-07-31;hytp_2380;3821;PH;231600;1;329;3.25;2011-01-28;2001;1;5921;2016-01-28;Variable sans plafond 5 ans;Succursale hors Québec;DDH hors Québec;DDH hors Québec
cli_id_16926;2018-07-01;2018-07-31;hytp_2381;3821;PH;231600;48;372;2.65;2011-01-28;2001;1;5921;2015-01-28;48 mois;Succursale hors Québec;DDH hors Québec;DDH hors Québec
cli_id_16938;2018-07-01;2018-07-31;hytp_2382;11771;PH;65000;60;360;2.64;2015-11-30;1956;1;11771;2015-12-02;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16938;2018-07-01;2018-07-31;hytp_2383;11771;PH;65000;60;360;2.64;2015-11-30;1956;1;11771;2015-12-02;60 mois;Succursale Québec;Succursale Québec;Succursale Québec
cli_id_16965;2018-07-01;2018-07-31;hytp_2384;4131;TEU;30400;48;347;2.95;2014-11-05;2009;1;4131;2014-11-05;48 mois;Succursale Québec;UDI;UDI
cli_id_16965;2018-07-01;2018-07-31;hytp_2385;4131;TEU;10000;36;120;2.89;2016-03-15;2009;1;4131;2016-03-24;36 mois;Succursale Québec;UDI;UDI
cli_id_16965;2018-07-01;2018-07-31;hytp_2386;4131;TEU;80384.78;8;360;2.95;2018-04-05;2004;1;4131;2018-05-08;6 mois;Succursale Québec;DDH Québec;DDH Québec
cli_id_16965;2018-07-01;2018-07-31;hytp_2387;4131;TEU;80200.19;8;360;2.95;2018-04-05;2004;1;4131;2018-05-08;6 mois;Succursale Québec;DDH Québec;DDH Québec
